incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
power_outage,82,0,3,1,0.2357558392497323,0,7,1.1986147155785472,1,morning,43
violence,102,1,1,0,0.5685593899355488,0,2,2.7153315194657686,0,morning,45
gas_leak,103,0,5,0,0.7813692428257151,0,1,3.5835202020633976,0,afternoon,39
fire,36,1,5,0,0.3256550236851803,0,6,2.559947582476421,0,afternoon,63
flood,105,1,2,0,0.0,0,5,4.302623335672762,0,evening,42
medical_emergency,46,0,2,0,0.10449553598350234,0,4,3.3804501497193704,0,night,61
fire,48,0,1,0,0.43400131716155815,0,6,3.811765938698519,1,morning,64
gas_leak,61,1,4,0,0.0704602695483969,0,7,6.356357011431781,1,night,75
violence,112,0,1,1,0.4316045329610507,0,2,7.430469672753217,0,afternoon,18
medical_emergency,93,1,1,0,0.07793137225153642,0,5,4.989802914856138,1,evening,65
power_outage,119,1,4,1,0.10384385292157695,0,6,0.6218428380663825,0,evening,47
medical_emergency,81,0,1,0,0.27548153704309253,0,1,1.743255137195138,0,night,53
power_outage,58,1,2,1,0.40935542815068204,0,6,4.940260718009329,0,afternoon,15
medical_emergency,80,0,1,0,0.41815172947966694,0,2,1.9031645308975922,0,evening,55
gas_leak,84,0,1,0,0.4686058735715746,0,2,2.480501664103288,0,night,47
medical_emergency,90,1,5,0,0.38124587105217567,1,1,3.352339033221727,1,evening,98
violence,21,1,3,0,0.22633507541723824,0,2,0.2842931016809782,1,afternoon,57
infrastructure_failure,37,0,0,1,0.0,0,5,2.457974699152345,0,morning,21
violence,85,0,1,0,0.17783641643598705,1,6,5.590509723188809,1,afternoon,67
infrastructure_failure,84,1,2,0,0.24089940243690214,0,6,7.102311942604565,0,night,32
violence,12,1,3,0,0.2838892247966983,0,7,5.369755021685961,0,night,46
fire,76,0,1,2,0.21362195690891164,0,3,4.68872204508195,1,afternoon,29
medical_emergency,40,1,5,1,0.2683107802611853,1,6,4.182338417423315,0,afternoon,78
flood,31,1,3,0,0.2145284708107604,1,7,8.64958974535649,1,night,56
infrastructure_failure,41,0,3,1,0.5208716366156871,0,6,3.911239515619895,0,night,35
medical_emergency,82,0,0,0,0.2543433268760371,0,4,2.7835409131047997,0,afternoon,44
medical_emergency,95,0,1,1,0.38020295955918904,0,5,4.41234113076468,1,evening,51
power_outage,56,1,2,1,0.4293307357880233,0,3,1.4099078634152034,0,afternoon,22
flood,12,1,2,0,0.056717578427000453,0,5,3.5818252129654726,1,evening,41
road_accident,22,0,7,0,0.25377595032336125,1,3,0.2975002014942665,0,evening,79
fire,59,0,1,0,0.38788166922383527,0,1,6.7514388195509785,1,afternoon,51
road_accident,48,0,1,0,0.33463917175289604,0,2,0.7966854280089697,0,night,52
flood,100,0,0,2,0.29388031810359694,0,3,3.2802253256137353,0,evening,21
medical_emergency,85,1,3,1,0.2543036641834811,0,3,2.175430733497082,0,night,53
gas_leak,34,0,2,0,0.22398289158555992,0,2,2.9513907556342054,0,morning,37
infrastructure_failure,76,1,4,1,0.3238913195278818,0,1,1.6720581395187137,1,night,34
infrastructure_failure,41,1,1,0,0.0,0,2,4.0000903500830995,0,night,23
gas_leak,73,0,3,0,0.23474914453246068,0,3,0.16050750994484586,0,morning,50
road_accident,73,0,1,0,0.08700465887542197,0,5,0.26333416258586295,1,afternoon,59
road_accident,59,1,2,1,0.3834241611402933,0,4,3.5308658718010926,0,morning,35
power_outage,83,1,4,0,0.0019596116574454314,0,2,3.9261088628166485,0,evening,28
medical_emergency,39,0,1,0,0.4655365109126682,1,2,2.4252421817368726,0,morning,50
gas_leak,39,0,5,1,0.23218527331741337,0,3,0.9970555957551221,0,night,62
gas_leak,25,1,1,1,0.31631348218457495,0,2,5.387728096201121,0,afternoon,45
flood,111,1,2,0,0.13792515444329925,0,1,5.397331418880576,0,morning,8
medical_emergency,19,0,2,0,0.48383296860605907,0,1,1.6564457277054991,1,evening,51
violence,82,0,2,0,0.2376334311638419,0,3,0.5819713784122071,1,evening,63
fire,20,1,3,0,0.0026052484450125035,0,3,0.8102858344250987,1,night,71
road_accident,104,1,1,1,0.0,0,2,3.7625321037906243,0,night,42
power_outage,21,0,3,0,0.18067438388016183,0,3,4.195039220450585,0,evening,30
flood,25,1,1,0,0.20589184597826582,1,7,0.8444427669700927,0,night,65
flood,49,1,3,0,0.21372923995527274,0,7,2.335463380763292,0,night,46
road_accident,41,1,1,1,0.2320012201528102,0,5,0.7262289054111637,0,night,59
infrastructure_failure,80,0,3,1,0.5662548484674663,0,4,5.307441074174152,0,afternoon,8
medical_emergency,29,1,2,1,0.11329032859231346,1,4,3.5159613819992015,0,evening,76
gas_leak,79,1,1,0,0.24449661193279382,1,7,7.392455041778985,0,afternoon,70
gas_leak,36,0,3,1,0.25517432779781507,1,7,6.675223771386959,0,morning,65
fire,73,1,2,1,0.3954666997435246,0,7,4.179288003325954,0,afternoon,44
flood,89,0,2,1,0.0408115612348032,0,4,2.107051182931063,1,evening,32
road_accident,74,0,1,0,0.0,1,3,2.160230693662643,0,afternoon,67
flood,75,0,1,1,0.37266814256108344,0,5,5.01356482357438,0,morning,10
road_accident,56,0,3,0,0.23262316004568215,1,2,1.0741007493025618,1,night,79
gas_leak,33,0,3,0,0.3098873542719282,0,4,5.583861797436395,0,night,49
fire,9,1,1,0,0.0,0,5,3.2665417238957044,0,morning,55
medical_emergency,92,1,1,0,0.16989896551719313,0,1,3.8787198990569913,0,evening,54
road_accident,99,1,2,0,0.42349719925883783,0,3,4.571707438735855,0,afternoon,36
violence,32,0,5,0,0.2095291042822642,1,3,1.9137031854370836,0,evening,77
gas_leak,100,1,2,0,0.07205840873290481,0,5,1.3081442383565967,0,afternoon,71
flood,43,1,1,0,0.48410060516096626,1,5,3.1880713785703296,0,morning,51
gas_leak,47,0,1,0,0.46046083116531084,1,1,6.2982202675292065,0,night,59
power_outage,73,0,8,0,0.41372501948094637,0,4,3.415600724806905,0,afternoon,37
road_accident,94,1,0,1,0.08373652881278662,1,1,5.757231076556055,1,evening,58
infrastructure_failure,31,0,2,0,0.21357551555037413,0,1,5.524030372192954,0,afternoon,17
road_accident,109,0,3,0,0.0,0,2,3.4658771864105806,0,night,48
gas_leak,8,1,2,0,0.008621327222263747,0,4,2.8807878242457496,1,evening,74
flood,101,0,1,1,0.2295112665610659,0,1,4.403012488184571,1,night,35
flood,101,0,1,0,0.2561581436953243,1,1,5.439732139307033,0,evening,39
road_accident,28,1,0,1,0.11010365376825192,0,4,5.7773469011982765,0,afternoon,37
fire,99,1,1,0,0.28732501987975506,1,2,1.8513843373135643,0,afternoon,74
gas_leak,44,0,1,1,0.18142364901378882,0,6,3.771630783904239,0,evening,70
power_outage,72,1,3,0,0.42876941484391895,0,7,5.671432639340308,0,morning,19
violence,108,1,0,0,0.05859068939759657,1,4,0.057231178121288195,1,evening,87
medical_emergency,89,0,0,0,0.188800957615592,0,1,1.8477485389408466,0,afternoon,45
road_accident,8,0,3,0,0.2556448737202636,0,5,3.6367319933885995,1,morning,53
infrastructure_failure,40,0,1,0,0.0,0,4,5.16411971147489,0,morning,24
flood,8,0,3,1,0.3620702419866572,1,3,2.150155653714677,0,night,49
fire,8,1,2,0,0.10806010545719497,0,2,4.630964336947487,0,evening,58
flood,99,1,3,0,0.0,0,7,7.286234043735105,0,morning,27
medical_emergency,14,1,2,0,0.40817505547641697,0,7,4.840216528936727,1,morning,53
violence,108,1,1,1,0.3720704375169849,0,1,4.96997903399374,1,afternoon,50
infrastructure_failure,116,1,3,0,0.04650178473741251,0,3,3.753747538866441,0,morning,40
power_outage,44,0,3,0,0.2673124153507681,1,7,0.8093681848434806,1,night,67
fire,98,0,2,0,0.3852093723550566,1,6,3.9488008383709214,0,afternoon,74
violence,92,0,2,2,0.27259377374932153,0,5,5.480569851085244,0,morning,12
flood,38,1,1,0,0.2898059627360263,1,2,3.7741806646774805,1,evening,61
fire,46,0,0,1,0.4145080764751309,0,4,3.872509708694335,1,evening,49
road_accident,22,1,2,0,0.18677485017844078,0,6,5.049215236826338,1,morning,58
flood,87,1,2,0,0.36516566862954797,0,5,0.8764020697420825,0,morning,35
infrastructure_failure,44,0,3,0,0.3337391739690473,0,5,1.0872009298125835,1,night,49
medical_emergency,89,1,1,1,0.4495884420444504,0,7,6.64691849648495,0,afternoon,48
medical_emergency,72,0,2,0,0.0,0,6,9.610193885045195,0,evening,46
violence,65,0,3,0,0.15556557934804652,0,7,0.06704637082893106,0,evening,53
fire,32,0,5,1,0.0,0,1,2.3876347109777853,0,afternoon,46
medical_emergency,85,0,2,0,0.08703709752384937,0,3,5.54947517060723,0,night,36
road_accident,37,0,4,1,0.3432388506260512,0,5,2.010509761885767,1,morning,53
power_outage,66,1,1,1,0.16657679069684383,0,2,0.05249753982678618,0,afternoon,24
medical_emergency,94,0,2,0,0.5177954141679211,0,6,1.3418639792426341,0,night,65
violence,85,0,2,1,0.04497088332927848,1,4,0.3460132639294571,1,evening,84
flood,110,1,2,1,0.22212974564970228,0,4,10.256940743533205,1,night,14
power_outage,54,0,4,0,0.15008900192522953,0,4,4.010567632305775,0,morning,31
fire,109,0,3,1,0.12313582508793523,0,2,3.8007517100659767,0,night,47
power_outage,30,1,1,0,0.2001477131017457,0,7,4.732595049660887,0,afternoon,22
fire,64,1,3,1,0.01563900938548818,0,2,3.3660508508052542,0,afternoon,50
gas_leak,58,1,2,2,0.47151616315248357,0,5,1.8965894208959924,0,afternoon,42
gas_leak,100,1,1,0,0.2765031172604392,0,3,0.6899539430510222,0,night,63
medical_emergency,33,1,1,1,0.0,1,2,2.87752105419841,1,morning,70
power_outage,10,0,1,0,0.0,0,4,0.5126529747143347,0,morning,27
violence,68,1,0,0,0.28362129097971694,1,3,5.674310854333998,0,morning,60
infrastructure_failure,24,1,2,1,0.0,0,5,4.907038447879752,0,evening,43
violence,21,1,3,0,8.956520023856163e-05,1,5,2.4266692784987676,1,morning,84
road_accident,114,0,4,0,0.13749538822785995,0,5,6.230124317224771,0,morning,44
road_accident,69,1,1,0,0.18852059766431398,0,1,3.2012412524295946,0,evening,45
road_accident,52,1,1,1,0.03426680604048765,1,1,8.338213683355988,0,evening,58
gas_leak,42,1,3,1,0.4367789231342925,0,4,3.343456730049397,1,morning,69
medical_emergency,63,1,1,0,0.1857404803095714,0,3,4.565515962945951,0,morning,44
gas_leak,72,1,1,0,0.32853906782224696,0,3,2.1461830463653557,1,night,62
gas_leak,110,1,0,0,0.5469838501683467,0,7,6.424668090845589,0,night,50
flood,82,0,1,0,0.4499384313979564,0,2,1.9576206413827963,1,afternoon,24
gas_leak,44,0,2,0,0.27207775889413044,1,2,7.016210869048049,0,afternoon,48
fire,49,1,2,1,0.15464546020157774,0,1,4.499401700544078,0,night,41
fire,48,1,2,0,0.16785519148743944,0,2,3.42913719032418,1,afternoon,55
infrastructure_failure,90,1,1,0,0.40461735582285135,1,5,5.368069725281602,1,morning,53
power_outage,54,1,2,0,0.36799774123734225,1,3,2.1946698102230493,0,evening,56
power_outage,87,0,1,1,0.013733320056573683,0,1,4.313403230274673,1,night,26
flood,25,1,0,0,0.3403475436780776,0,4,3.915074984521997,0,afternoon,29
flood,37,0,1,1,0.07123923756296,0,3,4.054909255822456,0,morning,21
flood,49,0,1,0,0.29722982530096637,0,2,5.048350944251801,0,afternoon,10
gas_leak,113,1,1,0,0.08944572473741133,0,3,0.13645603722051192,1,evening,66
medical_emergency,86,1,4,1,0.0,0,7,3.3247876479472724,0,evening,68
gas_leak,44,0,2,0,0.02040386976075187,0,7,4.747448032387099,0,night,61
power_outage,110,0,4,1,0.07669868335224442,0,4,2.457839896103855,0,afternoon,35
road_accident,32,1,1,0,0.14414141768084718,0,4,5.376284166683883,0,morning,39
fire,34,1,1,0,0.29687131037495174,0,5,5.727079464259052,0,afternoon,45
fire,104,1,1,0,0.134201074399974,0,5,2.6019673182335143,0,evening,60
medical_emergency,93,0,4,0,0.2983409940000406,0,5,7.454750170236371,1,night,60
road_accident,109,0,2,2,0.4336419512153849,1,5,1.60982161556454,1,morning,67
infrastructure_failure,43,1,1,0,0.393789166576482,0,6,8.753772423921845,0,night,24
power_outage,23,0,1,1,0.2339659572194193,0,7,4.593680846183655,1,evening,37
flood,45,0,0,0,0.1684174816924827,0,6,5.8305486648536675,0,morning,25
flood,97,1,0,1,0.07463887988995394,0,2,1.984107326465586,1,evening,43
road_accident,113,0,0,0,0.07014066503056302,1,1,4.301516660779723,0,evening,47
fire,47,1,1,0,0.2944756985105232,1,7,3.1239978823555647,0,morning,70
violence,67,1,4,1,0.2649664093500793,0,2,2.614440603065253,0,morning,37
flood,10,1,3,2,0.13899877851576453,0,3,4.661160256191908,0,evening,17
power_outage,74,1,2,1,0.10564763150644257,0,3,3.942615930680974,0,morning,22
flood,111,1,1,0,0.2762731418314418,0,3,4.194369127822442,0,afternoon,25
flood,23,1,1,1,0.3074136414099916,0,5,4.274751479119718,1,evening,42
medical_emergency,101,1,0,0,0.09479014118804896,0,6,6.444149187676567,0,night,56
power_outage,61,1,1,0,0.13479024636421116,0,3,1.7047492417183532,0,afternoon,24
infrastructure_failure,74,0,3,0,0.06531056214001482,1,4,2.5754191314505768,0,evening,59
violence,9,0,0,1,0.3229940137798874,0,7,2.00527696592564,0,morning,42
medical_emergency,12,1,1,0,0.2234642964782798,0,1,3.6867541313586676,1,evening,61
medical_emergency,59,1,7,0,0.0,1,1,1.4265098664412958,1,night,100
infrastructure_failure,11,1,4,0,0.14832454406201873,0,2,2.4324739249160885,0,morning,41
violence,15,1,3,1,0.0564710661558567,1,6,3.2664779313886756,0,night,83
fire,11,1,4,0,0.16999849134079567,0,1,2.351504169922764,0,afternoon,52
gas_leak,63,0,0,0,0.03644258925521751,0,6,2.8045444337500998,0,evening,60
road_accident,93,1,3,0,0.48075355051111346,1,1,0.9764556806180309,1,morning,72
violence,108,1,3,1,0.027937686184863475,0,1,2.6894742557036517,0,afternoon,33
infrastructure_failure,77,1,2,0,0.053723529939970815,0,1,8.1577993879775,0,night,19
fire,51,0,1,0,0.19212335650194218,0,6,7.006862640747983,0,night,57
medical_emergency,60,1,7,0,0.23602610594728676,0,5,2.682345725894514,1,morning,77
flood,40,0,1,0,0.04769607646116236,0,3,4.208037418050095,0,morning,15
flood,114,0,2,0,0.40280180229742324,0,4,2.0860262913574186,1,night,32
gas_leak,86,1,2,0,0.044822532125937425,0,2,2.0226766683376316,0,afternoon,43
road_accident,67,1,0,1,0.2287978972205366,0,2,4.8106983925435465,0,afternoon,26
power_outage,50,1,1,0,0.3500969584573409,1,4,2.498266324230215,1,night,69
gas_leak,118,1,4,0,0.29721856343082553,0,1,4.9017695899187705,0,morning,49
medical_emergency,118,1,3,0,0.07475149047326332,1,4,2.1429182671721296,0,afternoon,85
flood,18,0,0,0,0.08272161614428122,0,5,5.215723962547745,0,night,25
violence,55,1,1,1,0.08928965883011801,1,4,2.5678866135651015,0,morning,67
medical_emergency,26,1,3,1,0.0,0,4,3.7489367535825195,0,afternoon,50
medical_emergency,16,0,2,0,0.27752062148312634,0,3,2.269431144430502,0,evening,45
power_outage,46,1,3,0,0.0,0,4,0.30211008880549395,0,evening,49
road_accident,26,1,4,0,0.030838104499717217,0,5,1.864607992744154,0,evening,61
power_outage,22,0,2,1,0.2060054019044587,0,4,2.445135340754542,0,evening,30
infrastructure_failure,71,1,4,0,0.045238224445130815,0,7,2.5461950887487954,0,afternoon,30
power_outage,64,1,1,1,0.12197264910081983,0,2,3.7972672688390183,1,evening,45
gas_leak,100,1,1,0,0.09756894964761675,0,1,5.743634387246462,0,afternoon,45
flood,10,0,3,0,0.4393515424556753,0,6,5.5647676174133025,0,night,23
infrastructure_failure,19,1,0,0,0.048530503488848215,0,3,5.308744151845758,0,morning,23
road_accident,46,0,1,1,0.3524800173390924,1,2,3.0107328676247564,0,afternoon,56
fire,68,0,1,0,0.20223021371492136,0,7,3.3493323794345398,0,afternoon,51
power_outage,114,0,4,0,0.16279519635305867,0,4,4.754194313285649,0,afternoon,32
medical_emergency,92,0,5,0,0.3084501745655962,1,5,2.3563563516100112,0,night,86
power_outage,43,0,2,1,0.0,0,1,4.388991498620845,0,evening,16
fire,95,1,1,1,0.601067798002937,0,7,2.135924612661169,0,evening,60
medical_emergency,70,1,3,0,0.0894824860194932,0,5,3.6963806678331634,0,night,57
road_accident,16,1,4,1,0.264294718219089,1,5,5.378119316286158,0,evening,68
gas_leak,76,0,1,0,0.0,0,2,3.5361832463995984,0,night,49
medical_emergency,87,0,1,1,0.021774999486038393,0,6,1.9540004560599555,0,evening,59
violence,101,1,3,0,0.2315976038903267,1,7,5.426111109657703,0,morning,69
flood,50,1,3,0,0.30765660909994186,0,3,2.4259899682469244,0,night,33
fire,46,0,2,0,0.2165094109547058,0,2,3.08674579585966,0,evening,52
infrastructure_failure,66,0,3,0,0.4992382889000555,0,4,4.65125905365578,0,evening,20
fire,58,1,0,0,0.2924447738670139,0,2,4.706818717703857,0,night,50
gas_leak,77,1,3,0,0.4353900872557137,0,7,3.3108278076615125,0,afternoon,54
gas_leak,20,1,2,0,0.33169439208043083,0,6,7.823605863313071,0,afternoon,40
fire,49,1,1,0,0.2692220337095722,0,6,4.052590923070481,1,evening,57
medical_emergency,47,1,3,1,0.30797757570800505,1,7,3.2618022188768423,1,evening,100
flood,36,1,1,0,0.12576911803879998,0,5,10.349153691376241,1,afternoon,34
medical_emergency,11,0,2,0,0.5091644369079773,0,4,4.906598255670586,0,evening,58
violence,47,1,1,0,0.16121152518532259,0,7,3.1979596505971934,0,evening,57
infrastructure_failure,80,0,1,0,0.2336782767000091,0,3,2.315631193475851,1,evening,34
fire,47,1,2,0,0.4450453073668308,0,7,6.174114971050775,0,evening,50
gas_leak,83,1,0,0,0.06180875430164984,0,4,6.680397102647792,0,afternoon,46
fire,55,0,2,0,0.39422174156525336,0,5,7.303903963623787,1,afternoon,60
flood,56,0,5,2,0.3262594490870929,1,4,1.4531002353315223,0,night,62
violence,75,0,4,0,0.5483621656364468,1,6,0.23759130940859086,1,night,87
gas_leak,91,1,4,0,0.652996380042896,1,3,1.9945444453114918,1,night,91
medical_emergency,16,1,0,0,0.23488421153825778,1,3,4.338792123329553,1,evening,87
violence,87,0,4,0,0.11849870870534235,0,4,2.3519179926262606,0,evening,48
infrastructure_failure,106,1,2,0,0.08306833916508988,0,7,3.2933047956089743,0,evening,44
gas_leak,86,0,3,0,0.25012258210053384,0,4,8.364734490621636,1,morning,47
power_outage,99,1,3,0,0.4824634126312476,0,1,1.1830433076083313,0,afternoon,19
flood,108,1,3,1,0.0,0,1,1.4651285059380204,0,morning,22
flood,33,0,2,0,0.5042814805254512,0,6,6.486151290575824,1,night,33
infrastructure_failure,106,1,3,0,0.31073470802267245,0,3,3.8960597427535784,0,afternoon,25
fire,23,1,5,0,0.28572770310618,0,5,1.6554819603375495,0,night,77
power_outage,118,0,1,1,0.0,0,1,5.030125285179333,1,evening,26
gas_leak,91,1,2,0,0.25604015280512854,0,3,1.7019989300570053,0,evening,65
gas_leak,44,1,3,1,0.34345099799124584,1,7,5.554742159057198,0,night,77
flood,8,1,1,1,0.16351039470139933,0,5,3.5592631327911035,0,night,27
violence,12,1,4,0,0.3304618360987787,1,5,6.669572115100138,0,afternoon,76
flood,71,0,2,0,0.2862858811948984,0,6,1.6746268170739793,0,evening,35
gas_leak,14,1,6,1,0.0,1,4,3.6544088753300383,0,evening,82
gas_leak,108,1,2,1,0.4031743080700414,0,1,1.8296660997616474,0,night,50
infrastructure_failure,9,1,1,1,0.45932249524123153,0,4,2.083201225747664,1,night,45
infrastructure_failure,35,1,0,0,0.1489246826920922,0,5,1.096452431044506,0,evening,49
gas_leak,60,0,4,0,0.3242002590956367,0,4,5.368525632341104,0,evening,40
power_outage,65,1,5,0,0.0,0,4,1.1765697716542545,0,morning,41
gas_leak,9,1,3,1,0.0,0,7,1.2620601875689483,0,afternoon,60
flood,36,1,6,0,0.4431524456721253,0,3,3.3864196055523323,0,night,35
fire,58,0,1,1,0.10746665996590418,0,3,5.587591814872786,0,evening,45
infrastructure_failure,94,1,2,1,0.0,0,7,2.3594416098694913,1,evening,47
road_accident,47,1,1,0,0.1571935012132843,0,3,2.5961141618997563,1,night,60
fire,111,0,1,0,0.4540784069886384,0,6,5.400109352717338,0,night,44
road_accident,58,1,4,1,0.3969637928917158,1,1,6.137169742823106,0,morning,50
flood,118,1,1,0,0.12924445091731757,0,3,2.243746717203628,0,afternoon,25
infrastructure_failure,60,1,0,0,0.20930063400207805,0,6,5.682679485265533,0,morning,32
gas_leak,79,1,0,1,0.3424253473410951,0,5,3.4246349979711823,0,evening,54
flood,74,1,0,1,0.24787627725959188,0,1,5.24431331834846,0,afternoon,15
violence,72,0,2,0,0.3795433656295206,1,3,6.580226740174728,0,evening,61
infrastructure_failure,97,1,3,0,0.34656187062328503,0,7,2.3982635404468162,0,morning,42
flood,117,0,1,1,0.0,0,2,3.307267396639032,0,morning,21
infrastructure_failure,21,1,2,0,0.18531570102264314,0,1,6.010526990901495,0,morning,16
road_accident,28,1,3,1,0.3486758701586613,0,2,2.6044339585700578,0,afternoon,45
road_accident,83,1,0,0,0.00585724555426298,1,4,1.9431951442745754,0,night,71
road_accident,75,1,3,0,0.08631020105721487,1,6,2.838374949026597,0,afternoon,75
power_outage,40,1,3,2,0.0,1,3,4.77203627713159,0,evening,44
infrastructure_failure,32,0,2,0,0.441982835016662,0,4,2.6629692205418642,0,morning,23
infrastructure_failure,49,0,1,0,0.20081527238928046,0,7,5.034252453166257,0,evening,38
road_accident,111,0,2,1,0.11522648583897614,1,2,4.085907465663002,0,evening,58
fire,115,1,3,0,0.2341509054197154,0,3,5.014706814894106,0,night,59
power_outage,17,1,2,0,0.0,0,3,0.2555433858077345,0,morning,34
infrastructure_failure,76,0,2,1,0.23971710975623262,0,1,6.765328382917902,0,morning,0
